,Y,T,X
0,-0.6412383579152346,0.0,-0.8875256234594973
1,2.8285091158418694,1.0,2.9984024418370407
2,-0.08240682770818442,1.0,-0.4015975102632595
3,-0.5371800752632918,0.0,-0.0695508836649586
4,0.01632080518792442,0.0,-0.3281122501460555
5,1.832868919385535,0.0,1.3845820360836085
6,2.8335762151960884,1.0,1.407339643550836
7,0.7453170033052596,0.0,0.9799586919518245
8,0.10794048110365333,0.0,-0.18924110578573977
9,1.8661084452281642,1.0,2.976686885546087
10,2.1839861727633156,1.0,2.7659375436990343
11,-0.6791333615192348,0.0,-0.6864120800248558
12,-0.019177753745471246,0.0,-0.6421413219731549
13,-1.4786688043151308,0.0,-1.7584203023429321
14,3.3012868479826496,1.0,2.499370820469691
15,0.9857858941951511,0.0,2.680733020981365
16,0.28414059040680334,0.0,0.4276941205829211
17,2.854715655526784,1.0,2.978838770133062
18,-1.1250883750559117,0.0,-1.5067647644936044
19,-0.1518170992469102,0.0,-1.082645309975068
20,0.4613805146556788,0.0,0.27075233429808304
21,0.41845508408181986,0.0,1.4846751980245958
22,-0.6115065504562147,0.0,0.030930000480656528
23,2.0783117993652525,1.0,1.3971132677430729
24,0.06780992140841428,0.0,-1.172638288189413
25,3.350901093600182,1.0,1.7035254592054854
26,-0.027745318634517024,0.0,0.8352865380532118
27,3.253774397271134,1.0,4.016072776660718
28,1.9989193032950372,1.0,1.092745043986291
29,1.6974811185664127,1.0,0.888270301913927
30,1.9469126819660105,1.0,2.048678334488257
31,-0.31259932441873073,0.0,-0.36822563789523144
32,1.2189888167340404,0.0,0.6158536837066145
33,4.116302744899018,1.0,3.7616390534982025
34,0.9179294073199598,0.0,0.5384529415077906
35,-0.03729819044615693,0.0,-1.0693347250216954
36,3.055119571791566,1.0,2.648375461751825
37,-1.0223501069935177,0.0,-2.3203483948825596
38,2.165181181122045,1.0,2.4081660302554826
39,2.2694274469814846,0.0,-0.4995878603803596
40,1.8149672226216573,1.0,1.6972534538198873
41,0.5428105306362315,0.0,1.0546111204358202
42,0.5640469620788875,0.0,-1.0258775292487883
43,0.01768070461833635,0.0,-0.4048675405881724
44,0.9028501233416765,0.0,0.3408964830869015
45,1.5877835046587194,1.0,1.0452849125206547
46,2.710235013807074,1.0,2.8881548289608165
47,2.438657794682589,1.0,2.554003862830065
48,0.17270159493477028,0.0,0.9998441319345679
49,0.22874799370288257,0.0,0.7103693223776477
50,0.9402928410209342,0.0,0.4043932981002564
51,0.4979422587377072,0.0,1.521327123636227
52,0.639883703081936,1.0,0.7556891157450856
53,2.173273066485045,1.0,1.9939991280963951
54,0.2518992367614672,0.0,0.9280587015543007
55,-1.326105405385507,0.0,-1.5259495475158362
56,0.6968519195177063,1.0,-0.6044312330836807
57,3.1386154781330777,1.0,1.7414252479742474
58,-0.13995725029145242,0.0,0.2556493912619381
59,4.7948469450585485,1.0,3.8490772757083107
60,0.9628289728672138,0.0,1.1136533253737908
61,-0.14953008341929122,0.0,-0.7932102122687117
62,2.124606582369012,1.0,1.9068455935859958
63,1.3979044797580102,1.0,0.7322227114233669
64,2.0011885500662876,1.0,3.580123383909802
65,3.1493617840921297,1.0,1.8274244964822814
66,0.12388179683280151,0.0,1.3005597061621696
67,0.9878427786348818,0.0,-0.4940570612325337
68,0.7148000307096767,0.0,-0.7782395957205902
